Northwestern Mutual,http://www.nm.com/
USAA,http://www.usaa.com
Time Warner Cable,https://www.timewarnercable.com/
Halliburton,http://www.halliburton.com/
Plains GP Holdings,http://www.paalp.com
Centene,http://www.centene.com
Community Health Systems,http://www.chs.net/
Alcoa,http://www.alcoa.com/global/en/home.asp
International Paper,http://internationalpaper.com
Emerson Electric,http://www.emerson.com/
